Sl.No,Ass.No,Name ,Author,Column2,Subject,Material,lang,Size,No.of F,N.of/pg,l/line,extent,condetions,info,,
3090,596,???????,??????????,Mahabharata,Kavya,PL,Knn,37x5,1&216,8,60,C,G,¸ÀA¢ü 33 ¥ÀzÀå 1974 zÁ¤: qÁ. ºÁ.ªÀiÁ.£ÁAiÀÄPÀ ªÉÄÊ¸ÀÆgÀÄ,,
3091,596/1,??????? ????,,Shivapuja vidhi,Pooja,P,Knn,13x19,1&15,18,15,Inc,O/D,,,
3092,596/1,???? ???? ?????,,Bamj durada vidhana,Extra,P,Knn,13x19,1&5,18,15,Inc,O/D,,,
3093,596/11,???????? ???????,,Japalakshanada vardhika,Kavya,P,Knn,13x19,6,18,15,Inc,O/D,,,
3094,596/12,???? ???? ??? ,,Marula devara kamda,Haadu,P,Knn,13x19,52&58,18,15,Inc,O/D,,,
3095,596/13,?????????????,,Shivalimgavasth,Pooja,P,Knn,13x19,59&61,18,15,Inc,O/D,,,
3096,596/14,??????????? ?????,,Samadhikriy vidhana,Pooja,P,Knn,13x19,62&65,18,15,Inc,O/D,,,
3097,596/15,???????? ??? – ??????,,Bidisvara vachana – virashaiva,Vacana,P,Knn,13x19,66,18,15,Inc,O/D,,,
3098,596/16,???? ??????,,Gauri pamchanga,Jyotisha,P,Knn,13x19,75&77,18,15,Inc,O/D,,,
3099,596/2,?????????? ??????? – ??????,,Markamdeya stotra – virashaiva,Stotra,P,Knn,13x19,16,18,15,Inc,O/D,,,
3100,596/3,????????? ?????? – ??????,,Samgameshvara stuti – virashaiva,Stotra,P,Knn,13x19,17&19,18,15,Inc,O/D,,,
3101,596/4,????????? ????????? ??? – ??????,,Pamchakshari ashtotrara nama – virashaiva,Stotra,P,Knn,13x19,20&23,18,15,Inc,O/D,,,
3102,596/5,??????? ??????? – ??????,,Mahimna stotra – virashaiva,Stotra,P,Knn,13x19,24&28,18,15,Inc,O/D,,,
3103,596/6,???????? ??? – ??????,,Bidisvara vachana – virashaiva,Stotra,P,Knn,13x19,28&33,18,15,Inc,O/D,,,
3104,596/7,????????? ????? – ??????,,Pranalimga darpana – virashaiva,Stotra,P,Knn,13x19,34&37,18,15,Inc,O/D,,,
3105,596/8,??? ???? ????,,Pada puja vidhi,Pooja,P,Knn,13x19,38&48,18,15,Inc,O/D,,,
3106,596/9,???????? ?? ,,Mamgalarati pada,Haadu,P,Knn,17x21,49&59,18,15,Inc,O/D,,,
3107,597,???????,??????????,Mahabharata,Kavya,PL,Knn,37x5,1&199,9,70,Inc,O,¸ÀA¢ü 33 ¥ÀzÀ 2000 zÁ¤: qÁ. ºÁ.ªÀiÁ.£ÁAiÀÄPÀ ªÉÄÊ¸ÀÆgÀÄ,,
3108,597,????? ????????,????????????,Abhinava pamchatantra,Extra,P,Knn,27x18,1&221,19,30,C,G/O,"PÀxÉ ¨sÁµÉ: ¸ÀA¸ÀÌøvÀ nÃPÀÄ ¸ÀªÉÄÃvÀ ±ÀPÀ.1744&1823, avÀæ¨sÁ£ÀÄ ¸ÀA. ¨sÁzÀæ¥ÀzÀ ±ÀÄ. 10, ¸ÉÆÃªÀÄªÁgÀ",,
3109,598/1,???????,??????????,Mahabharata,Kavya,PL,Knn,39x3.5,1&21,6,75,Inc,D,zÁ¤: ²æÃ gÀWÀÄZÀAzÀæ±ÉnÖ ¥ÉgÁr©ÃqÀÄ,,
3110,598/2,??? ?????? ??????? – ???,,Jaina shobhan hadugalu – jaina,Haadu,PL,Knn,39x3.5,25&33,6,75,Inc,O/D,,,
3111,599,????????? ????? ???? - ?????? ,??????????????,Vrrishabheshvara purana tik - virashaiva,Kavya,P,Knn,31x21,1&155,30,35,C,O,,,
3112,599,????????????,???????,Abhimanyukalaga,Yakshagaana,PL,Knn,38x4,2&21,5,55,Inc,D/W,,,
3113,600,???????,????????,Mahabharata,Kavya,PL,Knn,37x5,13&167,9,80,Inc,G,,,
3114,601,?????ö?? ????? - ??????,,Sukshaöma tamtra - virashaiva,Tantra-mantra-agama,P,Knn,31x21,1&9,35,45,C,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ 1&10 ¥Àl®,,
3115,601/1,??????????? ???? ,??????,Brahmottara kamda,Kavya,PL,Knn,53x5,1&120,10,95,C,O,"¸ÀA¢ü 32, ¥ÀzÀå 1886",,
3116,601/2,???????,????????,Mahabharata,Kavya,PL,Knn,53x5,4&151,10,95,Inc,D/W,,,
3117,602,???????? – ??????,??????,Basavapurana – virashaiva,Kavya,P,Knn,33x10.5,1&98,9,45,C,G,,,
3118,602,???????,????????,Mahabharata,Kavya,PL,Knn,65x5.5,1&70,10,140,C,G/O,¸ÀA¢ü44 ¥ÀzÀ2421,,
3119,603,???????,????????,Mahabharata,Kavya,PL,Knn,48x4,1&191,8,80,C,O,eÉÊ«Ä¤,,
3120,603, ????? ??????,, Anadi virashaiva,Extra,P,Knn,28x14,1&26,12,35,Inc,O,,,
3121,604,???????? ?????,???? ??????????,Basaveshvara purana,Kavya,P,Knn,34x11,1&150,9,40,Inc,G,¥ÀÄgÁt,,
3122,604,???????,????????,Mahabharata,Kavya,PL,Knn,35x5,1&203,8,60,C,G/O,«±ÀÄæw ¸ÀA. PÁwğPÀ ±ÀÄ. 12 ¨sÁUÀğªÀªÁgÀ,,
3123,605,???????,????????,Mahabharata,Kavya,PL,Knn,35x5,12 Leaf,10,55,Inc,D/W,¥ÀÆwğ ¥ÀvÀæUÀ¼ÀÄ £ÀµÀÖªÁVzÉ.,,
3124,605,????????? ????? - ??????,???? ??????????,Vrrishabheshvara purana - virashaiva,Kavya,P,Knn,32x11,331&480,16,50,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3125,606,???????,????????,Mahabharata,Kavya,PL,Knn,27.5x5x5,1&224,7,45,Inc,G,"¸ÀA¢ü 27 ¥ÀzÀå 1652 zÁ¤: gÀÄQätÂAiÀÄªÀÄä ªÉAPÀl ¸ÀÄ§âgÁªï CAZÉ: CgÀ¼Á¥ÀÄgÀ wÃxÀğºÀ½î, ²ªÀªÉÆUÀÎ",,
3126,606,???????? ??????? ???? - ??????,###############################################################################################################################################################################################################################################################,Siddhamta shikhamani tik - virashaiva,Siddanta,P,Knn,32x10,1&202,8,30,C,G,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ ±ÀPÀ:1795, ²æÃªÀÄÄR ¸ÀA. DµÁqsÀ §ºÀÄ¼À1.",,
3127,607,???????,????????,Mahabharata,Kavya,PL,Knn,57x6,2&106,10,145,Inc,D/W,zÁ¤: ²æÃ¤ªÁ¸À gÁªï ²Ã£Áğ¼À,,
3128,607,???????? ??????? - ??????,,Siddhamta shikhamani - virashaiva,Siddanta,P,Knn,33x10,1&30,17,75,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3129,608,????????????,???????,Kavikarnarasayana,Kavya,P,Knn,31x10,1&41,13,50,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ 1&2 ¸ÀUÀğ ªÀÄvÀÄÛ 1&3 £ÉÃ ¸ÀUÀğ ¥ÀvÀæUÀ¼ÀÄ ¥ÀÆwğ E®è.,,
3130,608,???????,????????,Mahabharata,Kavya,PL,Knn,45x4,4&248,6,90,Inc,D/W,,,
3131,609,???????,????????,Mahabharata,Kavya,PL,Knn,39x5,1&68,9,55,Inc,O/D,,,
3132,609,???????? ??????? - ??????,???????????,Siddhamta shikhamani - virashaiva,Kavya,P,Knn,32x13,1&232,15,20,Inc,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3133,610,???????,????????,Mahabharata,Kavya,PL,Knn,50x5,1&121,11,95,C,G,"²æÃªÀÄÄR ¸ÀA. ¨sÁzÀæ¥ÀzÀ ±ÀÄ. °¦PÁgÀ: ªÉAPÀ¥ÀàAiÀÄå zÁ¤: ¹ÃvÀªÀÄä, ºÁ®UÉ, CAZÉ: GAvÀÆgÀPÀmÉÖ wÃxÀğºÀ½î vÁ.",,
3134,610/1,???? ????????? (??????),?????? ?????,Naishadha vyakhyana (prakasha),Kavya,P,Knn,31x11,1&61,11,50,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3135,610/2,???? ????????,???????? ????,Naishadha vyakhya,Kavya,P,Knn,31x11,1&40,11,50,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ II ¸ÀUÀğ,,
3136,611,???????,????????,Mahabharata,Kavya,PL,Knn,39.5x5,1&190,9,65,C,G,PÀªÀÄ®²¯É,,
3137,611,???????,,Shivagit,Geete,P,Knn,30x14,1&27,13,45,C,G,"±ÀPÀ:1773, «gÉÆÃ¢üPÀÈvÀ £ÁªÀÄ ¸ÀA. eÉÃµÀ× ±ÀÄzÀŞ 15, ±À¤ªÁgÀ",,
3138,612,??????,?????????????,Ramayana,Kavya,PL,Knn,37x5,1&103,7,50,Inc,D/W,,,
3139,612,???????,???????????,Shivacharita,Kavya,P,Knn,32x13,1&13,12,30,C,G,,,
3140,613,???????,????????,Mahabharata,Kavya,PL,Knn,51x5,1&138,10,100,Inc,D/W,"±ÀPÀ 1765 ªÀvÀğªÀiÁ£ÀPÉÌ ¸À®ÄªÀ ±ÉÆÃ¨sÀPÀÄævÀÄ ¸ÀA. D²éd ±ÀÄ. 2, ªÀÄAUÀ¼ÀªÁgÀ zÁ¤: ªÀÄÄAqÁeÉ",,
3141,613,??????? ???? - ??????,,Shivanamda lahari - virashaiva,Stotra,P,Knn,30x13.5,1&29,13,45,C,G,,,
3142,614,?????????? ????? - ???,???????,Jinadattaraya charit - jaina,Kavya,PL,Knn,34.5x5,2&110,8,70,Inc,O/D,¸ÁAUÀvÀå,,
3143,614,?????????????,,Atharvanopanishat,Upanishat,P,Knn,31x13,1&19,12,50,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3144,615,????? ???????????? - ???,????????????,Jnana chamdrabhyudaya - jaina,Kavya,PL,Knn,34x5,1&85,9,55,C,G,,,
3145,615,???? ?????? – ?????? - ??????,,Kadanba samgraha – viragama - virashaiva,Tantra-mantra-agama,P,Knn,32x13,1&28,12,50,Inc,G,nÃPÀÄ ¸À»vÀ,,
3146,616,???????? ??????? ???????,,Padmavati ammanavara charitr,Yakshagaana,PL,Knn,19x5,8&80,7,40,Inc,O/D,,,
3147,616/1,?????? ??????? - ??????,,Mahimna stotra - virashaiva,Stotra,P,Knn,32x13,1&11,12,45,C,G,,,
3148,616/2,????? ??????? ,?????,Malhana stotra,Stotra,P,Knn,32x13,1&10,12,50,C,G,,,
3149,616/3,????? ???????,??????????,Anamaya stotra,Stotra,P,Knn,32x13,1&10,12,50,C,G,,,
3150,616/4,??? ??? ???????,,Malaya raja stotra,Stotra,P,Knn,32x13,1&8,12,50,C,G,,,
3151,616/5,?????? ???????,??????,Halayudha stotra,Stotra,P,Knn,32x13,1&16,12,50,C,G,,,
3152,617,??????? ??? ????? - ???,???????,Jinadatta raya charit - jaina,Kavya,PL,Knn,37x3,1&97,7,60,Inc,D/W,,,
3153,617,??????? ?????,,Vimalagama tamtra,Tantra-mantra-agama,P,Knn,32x13,1&11,12,50,C,G,,,
3154,618,??????? ????? - ???,??????????????,Jinadatta charit - jaina,Kavya,PL,Knn,34x3.5,35 Leaf,7,60,Inc,D/W,¸ÁAUÀvÀå,,
3155,618,???????? ?????,??????????,Mahavakya darpana,Extra,P,Knn,30x14,1&16,13,30,C,G,,,
3156,619,??????? ????? – ???,??????????????,Jinamuni charit – jaina,Kavya,PL,Knn,27x5.5,1&254,11,50,C,G/O,,,
3157,619,???? ?????? ???????? - ??????,?????? ??????? ????? ??????,Shrriti sukti ratnamala - virashaiva,Kavya,P,Knn,30x14,1&14,13,50,C,G,"±ÀPÀ.1776, «gÉÆÃ¢ü PÀÈvÀ £ÁªÀÄ ¸ÀA. ±ÁæªÀt ±ÀÄzÀŞ 14, ZÀAzÀæªÁgÀ",,
3158,620,?????? ????? - ???,???? ??????,Jivamdhara charit - jaina,Kavya,PL,Knn,36x6,1&98,12,80,C,O/D,,,
3159,620,?????????? ?????? - ??????,?????? ???????,Jamgamadhikya samgraha - virashaiva,Tantra-mantra-agama,P,Knn,30x14,1&44,13,50,C,G,"DUÀªÀÄ ±ÀPÀ.1773 «gÉÆÃ¢ü ¸ÀA. ±ÁæªÀt 4, ±ÀÄPÀæªÁgÀ",,
3160,621/1,??????? ??? ??????? - ???,????????,Tripura dahana charitr - jaina,Kavya,PL,Knn,25x5,1&24,9,45,C,G,,,
3161,621/2,????????,,Adikavya,Yakshagaana,PL,Knn,25x5,1&8,9,45,Inc,G,,,
3162,621/3,???????????? – ???,??????? ??????,Trilokacharit – jaina,Kavya,PL,Knn,25x5,1&3,9,45,Inc,O/D,,,
3163,621/4,????????? ????? - ???,,Shodashabhavan charit - jaina,Kavya,PL,Knn,25x5,4&8,9,45,Inc,O/D,,,
3164,622/1,????????? – ??????,????????????,Anubhavamrrita – virashaiva,Kavya,PL,Knn,25*5,1&89,8,35,C,G,¸ÀA¢ü 11 ¥ÀzÀå 803 zÁ¤: ªÉAPÀlæªÀÄAiÀÄå §¯Áè¼À ªÀÄ£É,,
3165,622/1,????? ??????? - ??????,??????????,Anamaya stotra - virashaiva,Stotra,P,Knn,32x10,1&4,9,50,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3166,622/2,????????? - ??????,,Jnanasudh - virashaiva,Kavya,PL,Knn,25x5,90&106,8,35,C,G/O,,,
3167,622/2,?????? ???????,??????,Halayudha stotra,Stotra,P,Knn,32x10,4&10,9,50,C,G,,,
3168,622/3,?????? ???????,,Malayaraja stotra,Stotra,P,Knn,32x10,10&14,9,50,C,G,,,
3169,622/4,????? ???????,?????,Malhana stotra,Stotra,P,Knn,32x10,14&17,9,50,C,G,,,
3170,622/5,?????? ???????,??????????,Mahimna stotra,Stotra,P,Knn,32x10,17&20,8,50,C,G,,,
3171,622/6,????? ???????,??????????,Aparadha stotra,Stotra,P,Knn,32x10,20&1&22,9,50,C,G,,,
3172,622/7,????????????? ???  ,,Limgashtottara shataka  ,Stotra,P,Knn,32x10,22&23,9,50,C,G,,,
3173,622/8,??????? ????,,Shivanamda lahari,Stotra,P,Knn,32x10,23&29,9,50,C,G,,,
3174,623,????????? ????? – ???,?????????,Chavumdaraya purana – jaina,Kavya,PL,Knn,46x6,1&145,11,100,C,D/W,,,
3175,623,?????? ???????? ???? - ??????,,Virashaiva sudhanidhi tik - virashaiva,Kavya,P,Knn,33x10.5,1&93,12,40,C,G,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ PÀ£ÀßqÀ nÃPÉ ±ÀPÀ.1807, ¥ÁyğªÀ £ÁªÀÄ ¸ÀA. eÉÃµÀ× ±ÀÄzÀŞ 8 ±À¤ªÁgÀ",,
3176,624,????????? ????? ???????? – ???,?????????,Trishashthi lakshana mahapurana – jaina,Kavya,PL,Knn,36x4,2&10,7,65,Inc,O/D,,,
3177,624/2,???? ????,,Samasa chakra,Vyakarana,P,Knn,34.5x10.5,5,9,50,Inc,G/O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3178,625,??????? ????? - ???,??????????????,Jinamuni charit - jaina,Kavya,PL,Knn,28x5,1&243,11,65,Inc,D/W,,,
3179,625,????? ????? ????? - ??????,?????? ???????,Rudra sukta satik - virashaiva,Vedamantra ,P,Knn,34x10,1&19,8,65,C,O/D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3180,626,??????,?????????????,Ramayana,Kavya,PL,Knn,56x6,1&223,10,125,C,G,¸ÀA¢ü 114 ¥ÀzÀå 5222,,
3181,626/1,?????????,,Balaramayana,Kavya,P,Knn,33x13.5,1&12,9,50,Inc,D/W,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3182,626/2,?????? ??????? ?????????,,Halayudha stotra vyakhyana,Stotra,P,Knn,33x13.5,1&28,9,50,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ1 PÀ£ÀßqÀ ªÁåSÁå£À,,
3183,626/3,?????? ??????? ?????????,,Malayaraja stotra vyakhyana,Stotra,P,Knn,33x13.5,1&21,9,50,C,G,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ1 ±ÀPÀ.1766, «±ÁéªÀ¸ÀÄ ¸ÀA. ªÀiÁUÀğ²gÀ §ºÀÄ¼À 14 §ÄzsÀªÁgÀ °¦PÁgÀ: ¹zÀŞ«ÃgÀ ¸Áé«Ä",,
3184,627,???????? ??????,??????? ???????,Siddhamta kaumudi,Vyakarana,P,Knn,29x12,1&61,10,25,Inc,O/D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3185,627/1,??????,?????????????,Ramayana,Kavya,PL,Knn,52x5,1&203,11,130,C,G,,,
3186,627/2,?????? ??? ???????,,Narayana kavacha stotra,Stotra,PL,Knn,52x5,1&2,11,130,C,G,¨sÁUÀªÀvÀ¢AzÀ,,
3187,628,??????,?????????????,Ramayana,Kavya,PL,Knn,53.5x7,1&169,10,100,Inc,G,¸ÀA¢ü 76 ¥ÀzÀ 3227,,
3188,628/1,?????????? ????,,Vatulatantra tik,Tantra-mantra-agama,P,Knn,33x11,1&25,9,30,Inc,D/W,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3189,628/2,???????????,,Pashupatatamtra,Tantra-mantra-agama,P,Knn,33x11,16,21,60,Inc,D/W,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3190,629,??????,?????????????,Ramayana,Kavya,PL,Knn,50.5x6,1&263,10,110,C,D/W,,,
3191,629,??????,,Viragama,Tantra-mantra-agama,P,Knn,31x11,1&16,9,35,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3192,630,??????,?????????????,Ramayana,Kavya,PL,Knn,48x5,163&320,8,100,Inc,O,"±ÀPÀ 1803, «PÀæªÀÄ ¸ÀA.",,
3193,630/1,?????ö?? ????? - ??????,,Sukshaöma tamtra - virashaiva,Tantra-mantra-agama,P,Knn,31x10.5,1&26,13,45,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3194,630/2,????????????? ?????????,???????? ????? ,Virashaivotkarsha pradipika,Tantra-mantra-agama,P,Knn,32x10.5,1&13,8,45,C,G,,,
3195,630/3,??????? ???? ??? - ??????,,Virabhadra vajra kavacha - virashaiva,Stotra,P,Knn,32x10.5,1&2,8,45,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ1,,
3196,630/4,??????? ???? - ??????,,Shrishaila kalpa - virashaiva,Tantra-mantra-agama,P,Knn,32x10.5,2&22,8,45,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3197,631,??????,?????????????,Ramayana,Kavya,PL,Knn,47x5,1&233,11,135,Inc,D,,,
3198,631,???????,,Karanagama,Tantra-mantra-agama,P,Knn,32x10,1&13,8,35,C,G,,,
3199,632,??????,?????????????,Ramayana,Kavya,PL,Knn,52x5,1&227,10,110,Inc,D/W,,,
3200,632,?????ö??????? - ??????,,Sukshaömatamtra - virashaiva,Tantra-mantra-agama,P,Knn,31x10,1&32,11,45,Inc,D,GªÀiÁªÀÄºÉÃ±ÀégÀ ¸ÀAªÁzÀ,,
3201,633,??????,?????????????,Ramayana,Kavya,PL,Knn,51x5,1&195,8,120,Inc,O/D,¸ÀA¢ü 101 ¥ÀzÀå 4469,,
3202,633,????????,??????????,Panchatantra,Kathe,P,Knn,31x10.5,1&37,10,45,Inc,D/W,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3203,634,??????,?????????????,Ramayana,Kavya,PL,Knn,48.5x6,1&246,10,120,Inc,D/W,¸ÀA¢ü 111 ¥ÀzÀå 5060,,
3204,635,??????,?????????????,Ramayana,Kavya,PL,Knn,50x5,1&206,9,105,C,G/O,±ÀPÀ 1691 £ÀAzÀ£À ¸ÀA. ¥Á®ÄÎt §. 11 UÀÄgÀÄªÁgÀ,,
3205,636,??????,?????????????,Ramayana,Kavya,PL,Knn,51x6,1&288,10,110,Inc,G,,,
3206,636,??????? ????,,Shivanamda lahari,Stotra,P,Knn,31x11,1&22,15,50,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ1,,
3207,637,??????,?????????????,Ramayana,Kavya,PL,Knn,51x5,1&221,,,C,O,,,
3208,637,???????????? ??????? -?????öÊ?,??????????,Nirvanadhyana stotra -advöêta,Stotra,P,Knn,31x11,1&6,12,40,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ1,,
3209,638,??????,?????????????,Ramayana,Kavya,PL,Knn,53x6,24&179,11,155,Inc,D/W,,,
3210,638,??????????,?????,Gitagovimda,Geete,P,Knn,31x11,1&53,11,45,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3211,639,??????,?????????????,Ramayana,Kavya,PL,Knn,49x5,1&271,10,105,Inc,G/O,¸ÀA¢ü 107 ¥ÀzÀå 5224,,
3212,639,??????? ??? ?????????,????????,Vairagya shataka vyakhyana,Niti shataka,P,Knn,,1&91,10,40,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ PÀ£ÀßqÀ ªÁåSÁå£À,,
3213,640,??????,?????????????,Ramayana,Kavya,PL,Knn,49x5,1&265,13,125,C,G/O,"±ÀPÀ 1657, ªÀvÀğªÀiÁ£À gÁPÀë¸À ¸ÀA., PÁwğPÀ ±ÀÄ. 5, UÀÄgÀÄªÁgÀ °¦PÁgÀ: wªÀÄätÚ",,
3214,640,????? ???????? ??????? ,,Aparadha kshamapana stotra,Stotra,P,Knn,30x10.5,1&2,9,35,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ1 PÀ£ÀßqÀ nÃPÉ ¸À»vÀ. ¨sÉÆÃUÀ µÀlà¢ ¸ÉÃjPÉÆArzÉ. §tÚzÀ ºÀ°UÉ.,,
3215,641,??????,?????????????,Ramayana,Kavya,PL,Knn,51x5,1&295,9,70,C,G,¸ÀA¢ü 115 ¥ÀzÀå 5425,,
3216,642,??????,?????????????,Ramayana,Kavya,PL,Knn,52x6,26x220,10,115,Inc,O/D,,,
3217,642,???????? ????? - ??????,?????? ?????,Basavarajiya bhashya - virashaiva,Vyakarana,P,Knn,32x12,1&166,12,50,C,O/D,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ ªÀÄ£ÉÆÃºÀjÃAiÀÄ,,
3218,643,???????? ??????? ?????????,???????? ?????,Abhijnana shakumtala vyakhyana,Kavya,P,Knn,31x10,4&65,12,45,Inc,O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3219,643,??????,?????????????,Ramayana,Kavya,PL,Knn,51x6,2&239,10,110,Inc,G,,,
3220,644,??????,?????????????,Ramayana,Kavya,PL,Knn,33x5,3&205,10,70,Inc,O/D/W,,,
3221,644/1, ???????? - ??????,, Prasthana - virashaiva,Extra,P,Knn,32x11,1&26,9,35,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3222,644/2,?????????ö????,,Pashupattaöyagama,Tantra-mantra-agama,P,Knn,32x10.5,1&86,9,35,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3223,645,??????,?????????????,Ramayana,Kavya,PL,Knn,50x5,1&115,9,95,C,D/W,GvÀÛgÀ gÁªÀiÁAiÀÄt °¥ÀPÁgÀ: wªÀÄäAiÀÄå,,
3224,645,?????????,??????? ???????,Kuvalayananda,Alankara,P,Knn,31x11,1&107,13,45,Inc,G,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ ±ÀPÀ: 1770, QÃ®PÀ ¸ÀA. ªÉÊ±ÁR ±ÀÄ. §. ¨sÁ£ÀÄªÁgÀ",,
3225,646,??????,??????,Ramayana,Kavya,PL,Knn,39x6,1&113,11,75,Inc,D/W,GvÀÛgÀPÁAqÀ,,
3226,646/1,??? ??? ??????? ?????????,,Malaya raja stotra vyakhyana,Stotra,P,Knn,31x11,1&25,11,55,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ  ,,
3227,646/2,??????? ???????,??????????,Mahimna stotra,Stotra,P,Knn,31x11,1&4,11,55,C,G,,,
3228,646/3,????? ???????,?????,Malhana stotra,Stotra,P,Knn,31x11,4&7,11,55,C,G,,,
3229,646/4,????? ???????,??????????,Anamaya stotra,Stotra,P,Knn,31x11,7&9,11,55,C,G,,,
3230,646/5,?????? ???????,,Malayaraja stotra,Stotra,P,Knn,31x11,9&13,11,55,C,G,,,
3231,646/6,?????? ???????,??????,Halayudha stotra,Stotra,P,Knn,31x11,13&16,11,55,C,G,,,
3232,647,??????,?????????????,Ramayana,Kavya,PL,Knn,38x5.5,3&105,8,65,Inc,D,,,
3233,647,?????????,??????? ???????,Kuvalayanamda,Alankara,P,Knn,29x11,1&86,11,40,Inc,G/O,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3234,648,??????,,Ramayana,Kavya,PL,Knn,55x5,1&60,10,125,Inc,G,¸ÀA¢ü 45 ¥ÀzÀ 2163 GvÀÛgÀPÁAqÀ,,
3235,648,??????????? ???????? - ??????,???????,Virashaivanamda chamdrik - virashaiva,Extra,P,Knn,32x11,1&68,11,50,C,O,,,
3236,649,??????,?????????????,Ramayana,Kavya,PL,Knn,50x5,1&249,11,115,C,O/D,,,
3237,649,??? ??????????? ???????? ???? - ??????,??? ???? ???,Vira maheshvarachara sadhavardhi tik - virashaiva,Kavya,P,Knn,32x10,1&114,7,35,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3238,650,??????,?????????????,Ramayana,Kavya,PL,Knn,34x5,110&153,11,90,Inc,O/D/W,,,
3239,651,??????,?????????????,Ramayana,Kavya,PL,Knn,37x5,1&306,10,65,Inc,G/O,"3 PÁAqÀ ªÀiÁvÀæ °¦PÁgÀ: ZÀ£Àß¥ÀàAiÀÄå zÁ¤: «.J£ï. SÁr®Ìgï, ªÀÄÄAqÁeÉ",,
3240,651,???? ????????? ????,,Limga pratishtha vidhi,Tantra-mantra-agama,P,Knn,30x12.5,1&6,8,35,C,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3241,652,??????,?????????????,Ramayana,Kavya,PL,Knn,48x6,1&216,12,95,Inc,D/W,zÁ¤: Dgï. PÀÈµÀÚ¥Àà gÁd£À¹jAiÀÄÆgÀÄ ¨ÉÃ®ÆgÀÄ,,
3242,652,??????????? ????????,??????? ???????,Chandravalokana vyakhya,Alankara,P,Knn,28.5x22,1&12,22,30,Inc,G,¨sÁµÉ: ¸ÀA¸ÀÌøvÀ,,
3243,653,?????? ???? (?????? ????) - ???,???????,Bhujabali charita (gmmata charita) - jaina,Kavya,PL,Knn,36x5.5,1&199,8,60,Inc,O/D,"zÁ¤: M. fÃªÀAzsÀgÀ ±ÉnÖ ªÀÄÄAqÀÆgÀÄUÀÄvÀÄÛ ªÉÄÃ®AvÀ¨ÉlÄÖ, ¨É¼ÀÛAUÀr",,
3244,654,??????????? ???????? ????? – ???,,Chaturvimshati tirthamkara purana – jaina,Kavya,PL,Knn,19x6,1&71,8,30,C,G,,,
3245,654,?? ?????,,Rasa mamjari,Nataka,P,Knn,32x10,1&44,9,45,Inc,G,,,
3246,655,???????,????????,Mahabharata,Kavya,PL,Knn,49x6,4&129,8,85,Inc,D,,,
3247,655,??????? ??? ???????? (?????),??? - ??????? ?????????,Shishupala vadh vyakhya (kannada),Kavya,P,Knn,32x10,1&26,11,40,Inc,G,"¨sÁµÉ: ¸ÀA¸ÀÌøvÀ ¥ÀAZÀªÀÄ ¸ÀUÀğ ±ÀPÀ.1775, dAiÀÄ £ÁªÀÄ ¸ÀA. ±ÁæªÀt §. 2 ±ÀÄPÀæªÁgÀ",,
