SL.No,Ass.No,Subject,Author,Material,Script,Size,No.Folios,Sub,No. of lines in Pages,No.of letter per line ,Extent,Condition,Additional In fo
5437,1049,"????? ?????? ????????
par??ara sm?ti vy?khy?",,PL,TU,54x5.5,2 To 54,Smriti,12,85,Inc.,OD ,
5438,1050/1,"????????? ??????
bhagavadg?t? bh??ya?",Ramacandra Tirtha,PL,Tu,34x6,1 To 117,Gita,13,47,Inc.,OD,
5439,1050/2,"????? ??????
ma?tra binnaha",,PL,TU,34x6,11 To 38,Tantra Mantragama,13,47,Inc.,OD,Kannada Language 
5440,1051,"???????????????
n?mali?g?nu??sana?",,PL,Mal,30x4.5,110folios,Nighantu,9,45,Inc.,ODW,
5441,1052,"??? ?????
r?ma carita?",,PL,Mal,23x4,94Folios,Gadya - Katha,9,42,Inc.,GO,
5442,1053,"??????? ???????
pra?n? ??stra",,PL,Mal,23.5x4,37Folios,Jautisha,10,45,Inc.,OD,
5443,1054,"??????
r?makath?",,PL,Mal,26x5,145Folios,Gadya - Katha,10,50,Inc.,GO,"Script, Language : Malayalam"
5444,1055,"????? ????
ga?apati p?j?",,PL,Mal,17x4,1 To 113, pooja,9,25,Inc.,O,
5445,1056,"????????? ????????
taittir?ya br?hma?a",,PL,Mal,35x4,65Folios,Brahmana,5,42,Inc.,OD,
5446,1057,"????? ???????
vaidya sa?graha?",,PL,Mal,30x4.5,58folios,Vaidya,7,30,C ,G,
5447,1058,"????? ???????
vaidya sa?graha?",,PL,Mal,36x5,82folios,Vaidya,7,38,Inc.,O,Language malayala
5448,1059,"???????????????
n?mali?g?nu??sana?",,PL,Mal,26x4,33folios,Nighantu,9,40,Inc.,ODW,
5449,1060,"??????
r?makath?",,PL,Mal,38x4,188Folios,Gadya - Katha,9,70,Inc.,OD,""""
5450,1061,"??? ?????
r?ma carita?",,PL,Mal,37x4,184Folios,Gadya - Katha,9,60,Inc.,OD ,
5451,1062,"???????????????
adhy?tmar?m?ya?a?",,PL,Mal,37x5,151Folios,Itihasa,10,61,C,GO,
5452,1063,"????? ?????
k???a carita?",Mayura,PL,Mal,37x4,136Folios,Gadya - Katha,11,57,C,O,"Script : Malayalam, Language : "
5453,1064,"???????????????
adhy?tmar?m?ya?a?",,PL,Mal,43x4.5,145Folios,Itihasa,9,67,Inc.,OD,Sundara kanda
5454,1065,"???????????????
adhy?tmar?m?ya?a?",,PL,Mal,37.5x4,162Folios,Itihasa,10,70,Inc.,O,Aranya Kanda
5455,1066,"???????????? ?????
prati??h?pan? vidhi?",,PL,Mal,38x5,26Folios,Tantra Mantragama,9,45,Inc.,DW,
5456,1067/1,"?????????
m?ta?gal?l?",Nilakanta,PL,Mal,34x5,26Folios,Vaidya,11,55,Inc.,GO,
5457,1067/2,"???????? ?????
dhanva?tari ma?tra",,PL,Mal,34x5,2Folios,Vaidya,11,55,C,G,
5458,1067/3,"???????? ?????
vi?akul?la lak?a?a",,PL,Mal,34x5,2 To ,Vaidya,11,55,Inc.,O,
5459,1067/4,"??? ?????
d?ta lak?a?a",,PL,Mal,34x5,6Folios,Vaidya,11,55,Inc.,OD,
5460,1068,"???? ???????
n??i vijñ?na",Kanadamuni,PL,Mal,34x5,105Folios,Vaidya,10,50,Inc.,ODW,
5461,1069,"??????? ??????
a????ga sa?graha",??????,PL,Mal,35x5.5,1 To 261,Vaidya,,,,,
5462,1070,"??????
raghuva??a",Kalidasa,PL,Mal,24x4,148Folios,Kavya,9,30,Inc.,ODW ,
5463,1071," ???? ??????
 p?j? vidh?na?",,PL,Mal,19x4.5,62Folios, pooja,13,35,Inc. ,ODW,
5464,1072,"??????? ??????
nak?atra prak?ra",,PL,Mal,24.5x4,24Folios,Jautisha,5,35,Inc. ,DW,
5465,1073,"??????? ???????
?r?ddha pray?ga?",,PL,Mal,28x4.5,71Leaves, G- Prayoga   ,9,40,Inc ,ODW,
5466,1074/1,"???? ?????????
bh??? ?ilparatna",,PL,Mal,20.5x5,1 To 8,Shilpa,10,32,C,G,
5467,1074/2,"?????? ?????
balip??ha vidhi?",,PL,Mal,20.5x5,1 To 42,Shilpa,10,32,C,G,
5468,1074/3,"???????? ?????? ???????
g?ha??lya v?stu ??stra",,PL,Mal,20.5x5,1 To 34,Vastu,10,32,C,G,
5469,1075,"?????
da?a?la?",,PL,Mal,33x5,14Folios,Jautisha,13,55,Inc.,OD ,
5470,1076,"????????? ????????
bhagavadg?t? vy?khy?",,PL,Mal,18x5,1 To 110,Gita,10,36,C,G,
5471,1077,"???? ???
j?taka ?la?",,PL,Mal,36x5,40Folios,Jautisha,10,60,Inc.,O,
5472,1078,"??????? ???????
?r?ddha pray?ga?",,PL,Mal,35x4.5,10, G- Prayoga   ,8,50,Inc,O,
5473,1079,"???????? ?????? ????????
adhy?tma r?m?ya?a vy?khy?",," """,Mal,35x4.5,23Folios,Itihasa,10,55,Inc.,ODW ,
5474,1080,"??????? ?????
m??galya s?kta",,PL,Mal,24.5x3.5,29Folios,Veda - Mantra,10,35,Inc,ODW,
5475,1081,"????? ???? ???????
tami?u gadya sa?graha?",,PL,Tamil,22x2.5,65Folios,General,6,35,Inc.,OD,"Script : Tamil, Language tamil"
5476,1082,"????????
mah?bh?rata?",,PL,GR,37x3,246Folios,Itihasa,7,58,Inc.,ODW,
5477,1083/1,"?????????? ???? ???
um?mah??vara vrata kath?",,PL,GR,38x4,2 To 6,Vrata-Katha,8,50,Inc.,ODW,""""
5478,1083/10,"??????? ???? ???
sarasvat? vrata kath?",,PL,GR,38x4,60 To 63,Vrata-Katha,8,50,Inc.,G,From : Skanda purana
5479,1083/11,"???????? ?????
ma?ga?agaur? vrata?",,PL,GR,38x4,64 To 67,Vrata,8,50,C,G,
5480,1083/12,"???????? ???? ???
ma?ga?agaur? vrata kath?",,PL,GR,38x4,67 To 71,Vrata-Katha,8,50,C,G,
5481,1083/13,"?????????? ?????
k???ajaya?t? vrata?",,PL,GR,38x4,71 To 79,Vrata,8,50,C,DW,From: Skandapurana
5482,1083/14,"?????????? ?????
svar?agaur? vrata?",,PL,GR,38x4,80 To 82,Vrata,8,50,C,G,
5483,1083/15,"?????????? ???? ???
svar?agaur? vrata kath?",,PL,GR,38x4,82 To 83,Vrata-Katha,8,50,C,G,""""
5484,1083/2,"???????????? ?????
varamah?lak?m? vrata?",,PL,GR,38x4,7 To 11 To 1,Vrata,8,50,C,ODW,
5485,1083/3,"???????????? ???? ???
varamah?lak?m? vrata kath?",,PL,GR,38x4,12 To 13,Vrata-Katha,8,50,C,OD,
5486,1083/4,"?????? ??????? ?????
vin?yaka caturth? vrata?",,PL,GR,38x4,14 To 18,Vrata,8,50,C,G,
5487,1083/5,"?????? ???? ???
vin?yaka vrata kath?",,PL,GR,38x4,18 To 1 To 21,Vrata-Katha,8,50,C,G ,
5488,1083/6,"????????????????
syama?tak?p?khy?na?",,PL,GR,38x4,21 To 29,Purana,8,50,Inc.,O,From : Mankandya Purana
5489,1083/7,"?????? ?????
gajagaur? vrata?",,PL,GR,38x4,29 To 32,Vrata,8,50,C,G,
5490,1083/8,"?????? ???? ???
gajagaur? vrata kath?",,PL,GR,38x4,32 To 35 To 1,Vrata-Katha,8,50,C,G,From : Skanda purana
5491,1083/9,"??? ????????? ?????
bh?ma am?v?sy? vrata?",,PL,GR,38x4,35 To 1 To 37,Vrata,8,50,Inc. ,G,
5492,1084,"???? ??????????
d?v? m?h?tmya?",,PL,GR,30x4,19Folios,Purana,10,38,Inc.,ODW ,""""
5493,1085,"????? ?????
tami?u ukti",,PL,Tamil,19.5x3,1 To 120,General,6,16,C,ODW,
5494,1086,"???????? ?????
???rv?da ma?tra",,PL,GR,36x5.5,34Folios,Veda - Mantra,13,60,Inc.,OD,
5495,1087,"????? ??????
tami?u k?vya?",,PL,Tamil,22.5x3,26Folios,General,6,28,Inc.,OD,
5496,1088,"????? ??????
tami?u k?vya?",,PL,Tamil,15x3,120Folios,General,8,22,Inc,ODW,
5497,1089,"????? ?????
tami?u ukti",,PL,Tamil,28x2,215Folios,General,5,45,Inc.,DW,""""
5498,1090,"????????????????
taittiriy?ra?yaka?",,PL,GR,44.5x4,37Leaves,aranyaka,8,70,Inc.,ODW,
5499,1091,"????? ???? ???????
tami?u gadya sa?graha?",,PL,Tamil,27x3,90,General,8,50,Inc.,DW,""""
5500,1101,"?????? ??????????
k?v?ri m?h?tmya?",,PL,GR,39x3,32Folois,Purana,6,45,Inc.,DW ,
5501,1102,"???????
r?m?ya?a?",,PL,GR,46x5,46Folios,Itihasa,12,65,Inc.,ODW ,
5502,1103,"???????? ?????
vai?vad?va vidhi?",,PL,GR,4.6x5,22Folios, G- Prayoga   ,7,50,Inc,DW,
5503,1104,"??????? ??????
nak?atra prak?ra",,PL,GR,41x3,53folios,Jautisha,8,50,Inc.,ODW,
5504,1105/1,"??? ????
k?la vi?aya",,PL,GR,39x4,142 To 149,Jautisha,8,50,Inc. ,ODW,
5505,1105/2,"????? ???????????? ?????
d?vat? prati??h?pan? vidhi?",,PL,GR,39x4,150 To 154,Tantra Mantragama,8,50,Inc.,ODW,
5506,1105/3,"??? ?????? (??????)
k?la nir?aya (m?dhav?ya)",,PL,GR,39x4,159 To 162,Jautisha,8,50,Inc.,DW ,
5507,1106,"??????? ??????
nak?atra nigha??u",,PL,GR,43x4,27 To 140,Jautisha,8,55,Inc.,OD ,
5508,1107,"????????? ???????
g?hyakarma pray?ga?",,PL,GR,39x3.5,68 To 172, G- Prayoga   ,9,47,Inc.,ODW,
5509,1108,"??????????? ?????
sa?dhy?p?san? vidhi?",,PL,GR,29x4,119 To 124, G- Prayoga   ,7,40,Inc.,OD,
5510,1109,"??? ?????????
d?va p?j?vidh?na",,PL,GR,38x3.5,63 To 99,Tantra Mantragama,6,45,Inc.,ODW ,
5511,1110,"??? ????? ????
pa?ca kum?ra p?j?",,PL,GR,40x3,64Folios,Jaina,5,45,Inc.,ODW,
5512,1111,"????????? ????????
ratnakara??aka vy?khy?",,PL,GR,38.5x2.5,95Folios,Jaina,5,56,Inc.,OD,
5513,1112,"???????????????
n?mali?g?nu??sana?",,PL,GR,43x3,53folios,Nighantu,5,36,Inc.,OD,
5514,1113,"???????
r?m?ya?a?",,PL,GR,41x3,136Folios,Itihasa,7,52,Inc.,ODW,Sundara Kanda
5515,1114,"???????? ????? ????????
na?d??vara bhakti vy?khy?",Samantha Bhadra,PL,GR ,49x3.5,206Folios,Jaina,7,70,C,ODW,
5516,1115,"?????? ????????
samayas?ra vy?khy?",,PL,GR,47x3.5,258Folios,Jaina,7,80,Inc.,ODW,
5517,1116,"???? ?????? ??????
v??abha sv?mi pur??a?",,PL,GR,46x4,301Folios,Jaina,9,65,Inc.,DW,
5518,1117,"?????? ???
n?pan?tha kath?",Mayura,PL,Ta,27x3,327Folios,Gadya - Katha,7,40,Inc.,ODW,"Script : Tamil, Language : Tamil"
5519,1118,"?????? ????
r?m?ya?a ca?p?",Bhota Raja,PL,GR,47x3.5,23Folios,Campu,7,65,Ine,OD,
5520,1126,"???? ?????
aru?a s?kta",,PL,TU,26x5,37Folios,Veda - Mantra,9,38,Inc.,OD,
5521,1127,"????? ??????
g?hya k?rik?",,PL,Tu,18x5.5,2 To 100, G- Prayoga   ,10,27,Inc.,OD,
5522,1128,"??????? ???????
?r?ddha pray?ga?",,PL,TU,24.5x3,36Folios, G- Prayoga   ,7,22,Inc,DW,
5523,1129,"??????? ????????
sadvi??a br?hma?a",,PL,Tu,38x5,12Folios,Brahmana,8,43,Inc,OD,
5524,1130,"?????? ???????
v?stu pray?ga?",,PL,Tu,27x5,1 To 14, G- Prayoga   ,12,47,C,OD,
5525,1131,"????????????????
taittiriy?ra?yaka?",,PL,“,20x5,1 To 60,aranyaka,7,25,Inc.,OW,
5526,1132,"?????? ?? ?????
v?d?di japa ma?tra",,PL,Tu,20x5.5,1 To 62,Veda - Mantra,7,35,C,OD,
5527,1133,"??????? ???????
pu?y?ha pray?ga?",,PL,Tu,21x4.5,1 To 19, G- Prayoga   ,7,30,Inc.,OD,
5528,1134,"?????? (??????) 
pa?c??ga (pramathi) ",,PL,TU,22x3.5,1 To 21,Jautisha,9,32,C ,G,"Sa-1741, Year-1820"
5529,1135,"?????? ???
?aiv?gama s?ra",,PL,TU,23 .5x5,55Folios,Shaivagama,10,30,Inc.,ODW,
5530,1136/2,"??????? ?????? ????
lak?m? n?r?ya?a h?daya",,PL,TU,10.5x5.5,1 To 17,Stotra,15,16,C,G,
5531,1137,"????????? ?????????? ????????
taittir?ya prati??khya vy?khy?",,PL,TU,37x3.5,1 To 73,Vedanga,7,60,Inc.,OD,
5532,1138,"????? ?????
sa?cayana vidhi?",,PL,Tu,36x5,23Folios, G- Prayoga   ,13,55,Inc.,ODW,
5533,1139/1,"??? ???? ???? ??????
kuja r?hu sa?dhi ???ti?",,PL,Tu,27.5x4.5,1 To 5,Shanti,8,35,C,G,
5534,1139/2,"??? ??????
udaka ???ti?",,PL,Tu,27.5x4.5,6 To 15,Shanti,8,35,C,GO,
5535,1140,"???????????? ????
siddhivin?yaka p?j?",,PL,TU,27.5x4,2 To 16, pooja,7,25,Inc.,OD,
5536,1141,"????? ????????
v?dapada st?tra?",Jaimini,PL,TU,17x5,1 To 14,Stotra,9,23,Inc.,DW,
5537,1142,"?????????
?a?bh?pad??a?",Yogindra Cudamani,PL,TU,23.5x5 ,9Folios,Kavya,11,45,Inc.,OD,"Script : Tulu, Language : Kannada"
5538,1143,"??????????
i?dras?kta",,PL,Tu,26.5x5,15 To 19,Veda - Mantra,8,32,Inc.,GO,
5539,1144,"??????? ????
ve?ka???a kalpa",,PL,Tu,17x5,10Folios, pooja,12,18,Inc.,OD,
5540,1145,"???? ????
?vara?a p?j?",,PL,TU,19.5x4,18Folios, pooja,6,18,Inc. ,OD,
5541,1146,"??? ???? ?????
d?va p?j? vidhi?",,PL,Tu,15x5,7 To 29, pooja,9,18,Inc.,OD,
5542,1147,"?????? ?????
ny?sa? vidhi?",,PL,Tu,20.5x4.5,13Folios, pooja,10,28,Inc. ,DW,
5543,1148,"??????
?ubha?la?",,PL,N. Na,26x3, To ,Jautisha,11,27,Inc.,OD,
5544,1149,"????????????????
taittiriy?ra?yaka?",,PL,“,24x5,1 To 10,aranyaka,8,38,Inc.,O,"I,II & III Prasna"
5545,1150,"??????? ???
sa?vatsara ?la?",,PL,TU,23x3.5,1 To 8,Jautisha,9,38,Inc.,DW ,
5546,1151," ???? ??????
 p?j? vidh?na?",,PL,Tu,21x5,11Folios, pooja,13,28,Inc.,OD,
5547,1152,"????? ??????
gr?ma paddhati",,PL,Tu,27x6,3folios,General,14,50,Inc.,O,
5548,1153,"????????? ????
???a??pac?ra p?j?",,PL,Tu ,20x5,6Folios, pooja,13,26,Inc.,OD,
5549,1154,"???????????
sam?saprakara?a?",,PL,TU,24.5x4,14Folios,Vyakarana,6,32,Inc.,O,
5550,1155,"????? ?????
k?aura vidhi?",,PL,TU,16x5,1 To 5, G- Prayoga   ,8,20,Inc.,OD,
5551,1156,"????????? ????????
v?g??var? st?tra?",,PL,TU,20x5,10Folios,Stotra,11,32,Inc.,DO,
5552,1157,"??? ???? ?????
d?va p?j? vidhi?",,PL,Tu,22x4,8Folios, pooja,6,17,Inc.,OD,
5553,1159,"??????????? ?????
sa?dhy?p?san? vidhi?",,PL,Tu,21x4.5,14folios, G- Prayoga   ,7,30,Inc. ,GO,
5554,1160,"??????? 
sadvi??a ",,PL,Tu,19x5,1 To 79,aranyaka,8,25,Inc. ,OD,
5555,1161,"???? ??????? ?????????
tarka sa?graha? prak??ik?",,PL,TU,23.5x5,1 To 51,Nyaya,13,48,C,GO,
5556,1162,"????? ?????????
k???a yajusa?hit?",,PL,Tu,29x5,32Folios,Samhita,6,25,Inc.,OD,
5557,1163/1,"??????? ?????
pra?n? m?rga",,PL,TU,20x4.5,1 To 18,Jautisha,9,25,C,OD,
5558,1163/2,"??????????? ?????
d?v?nuk?lya vidhi?",,PL,Tu,20x4.5,1 To 6, G- Prayoga   ,9,25,Inc.,O,
5559,1163/3,"????? ???????
ma?tra sa?graha?",,PL,Tu,20x4.5,11Folios,Veda - Mantra,9,25,Inc,CD,
5560,1164/1,"?????? ????????
pray?ga ratnam?l?",???????? ????,PL,Tu,34x5,9 To 121, G- Prayoga   ,9,50,Inc.,OD,
5561,1164/2,"??? ????????? ??????
k?la m?tyu?jaya ???ti?",,PL,Tu,34x5,1 To 4,Shanti,9,50,C,G,
5562,1164/3,"??? ?????
gh?ta s?kta",,PL,TU,34x5,3Folios,Veda - Mantra,4,50,C,G,
5563,1165/1,"?????? ????? ??????
vi??u ga??uga ???ti?",,PL,Tu,22x5,3 To 10 To 1,Shanti,8,22,Inc.,O,
5564,1165/2,"???????? ????? ??????
m?ttik? sn?na nir?aya",,PL,TU,22x5,10 To 1 To 19, G- Prayoga   ,8,22,Inc.,O,
5565,1165/3,"??? ???? ?????
n?ga p?j? vidhi?",,PL,Tu,22x5,30 To 32, G- Prayoga   ,8,22,Inc. ,O,
5566,1166,"????????? ????
???a??pac?ra p?j?",,PL,Tu ,21x4,2 To 50, pooja,5,20,Inc.,OD,
5567,1167,"???? ??????
tithi nir?aya",,PL,TU,55x4,6Folios,Jautisha,6,85,Inc.,OD ,
5568,1168,"?????? ????????
pray?ga ratnam?l?",???????? ????,PL,Tu,24.5x5,1 To 225, G- Prayoga   ,6,32,Inc.,OD,
5569,1169,"??????? ????? ????
pra?n? m?rga ??k?",,PL,""" ",42x4.5,1 To 167,Jautisha,9,52,C,G,"Scribe: Narayana, Script: Tulu, Tika "
5570,1170,"??????
bh?gavata?",,PL,Tu,53x6,"1 To 92,7 To 187",Purana,11,70,Inc.,OD ,
5571,1171,"????? ?????? ????????
par??ara sm?ti vy?khy?",,PL,TU,37x4.5,1 To 23/1 To 95,Smriti,12,57,Inc. ,O,Script : Tulu Tika Language : Kannada 
5572,1172,"???????? ??? ??????
k??m???a h?ma pray?ga",,PL,Tu,38x5,1 To 6, G- Prayoga   ,8,58,C,OD,
5573,1172/1,"??????? ???????
pit?m?dha pray?ga?",????????,PL,Tu,38x5,1 To 70, G- Prayoga   ,8,58,C,OD,
5574,1172/2,"?????? ???
n?r?ya?a bali",,PL,Tu,38x5,1 To 2, G- Prayoga   ,8,58,C,OD,
5575,1173,"??????? ???????
?r?ddha pray?ga?",,PL,TU,36x5.5,1 To 46, G- Prayoga   ,9,45,C,OD,
5576,1174,"?????? ????? ??? ??????
nir?aya si?dhu s?ra sa?graha",?????? ????,PL,Tu,35x4.5 ,1 To 114, G- Prayoga   ,8,42,C,ODW,
5577,1175,"??????????????
s?tum?h?tmya?",?????? ????,PL,Tu,32x4,1 To 70,Purana,6,35,Inc.,OD,""""
5578,1176,"????????? ????????
b?hajj?taka vy?khy?",,PL,TU,33x4.5,121Folios,Jautisha,11,45,Inc.,GOD,"Script: Tulu, Kannada Language"
5579,1177,"???????
r?m?ya?a?",,PL,Tu,39x5,1 To 50,Itihasa,12,60,Inc. ,OD,Kiskinda Kanda
5580,1178,"???? ????????
?abda r?p?va?i?",,PL,TU,37x5,1 To 11,Vyakarana,13,55,Inc.,ODW,
5581,1179,"????????? ????????
b?hajj?taka vy?khy?",,PL,TU,39x5,1 To 21,Jautisha,11,58,Inc.,OD,
5582,1180,"??? ?????? (??????)
k?la nir?aya (m?dhav?ya)",,PL,TU,39x5,27Folios,Jautisha,17,78,Inc.,GO ,
5583,1181,"??? ?????? ?????
udaka ???ti? vidhi?",,PL,Tu,36x5,1 To 99, G- Prayoga   ,7,45,C,OD,
5584,1182,"??????? ????? ????????
muh?rta dar?ana vy?khy?",,PL,TU,33x5.5,1 To 154,Jautisha,9,36,Inc.,ODW,"Script: Tulu, Kannada Vyakhya"
5585,1183,"????? ??????????
agni k?ryavidhi?",,PL,TU,23.5x5.5,1 To 77, G- Prayoga   ,11,28,C,O,
5586,1184/1,"????? ??????? ?????
agni t?jasvi ma?tra",,PL,TU,39x5.5,1 To 7 To 1, G- Prayoga   ,7,50,C,G,
5587,1184/10,"????????
abhi?rava?a",,PL,TU,39x5.5,26 To 42,Tantra Mantragama,7,50,C,G,
5588,1184/11,"??????
citti",,PL,TU,39x5.5,42 To 1 To 49,Vedanga,7,50,C,G,From : Aranyakato Tritiya Prasna Scribe : Vittala
5589,1184/12,"??????
?ik??",,PL,“,39x5.5,49 To 1 To 74,aranyaka,7,50,C ,D,IX & X Prasna 
5590,1184/13,"?????????????
n?r?ya??pani?at",,PL,Tu,39x5.5,74 To 1 To 75,Upanisat,7,50,C,G,
5591,1184/14,"?????????
k??m???i",,PL,Tu,39x5.5,75 To 1 To 83,aranyaka,7,50,C,G,II Prasna 
5592,1184/15,"??????? ???????
pit?m?dha pray?ga?",,PL,TU,39x5.5,83 To 1 To 91, G- Prayoga   ,7,50,Inc.,G,
5593,1184/16,"?????? ??????
uttar? ???ti?",,PL,Tu,39x5.5,92 To 94,Shanti,7,50,C,G,
5594,1184/17,"??? ??????
udaka ???ti?",,PL,Tu,39x5.5,95 To 122,Shanti,7,50,C,GO,
5595,1184/18,"????? ?????
rudra s?kta",,PL,Tu,39x5.5,123 To 131,Veda - Mantra,7,50,C,G,
5596,1184/19,"??????? ?????
m??galya s?kta",,PL,TU,39x5.5,131 To 147,Veda - Mantra,7,50,C,G,
5597,1184/2,"????
yajuna",,PL,TU,39x5.5,7 To 16,Vedanga,7,50,C,G,
5598,1184/20,"????? ?????
manyu s?kta",,PL,Tu,39x5.5,147 To 149,Veda - Mantra,7,50,C,G,
5599,1184/4,"????????????????
satyatapayup?khy?na?",,PL,Tu,39x5.5,8 To 1 To 10,Vedanga,7,50,C ,G,
5600,1184/5,"???????????
s?m?tpatti",,PL,Tu,39x5.5,10 To 11 To 1,Vedanga,7,50,C ,G,
5601,1184/6,"??? ?????
cara?a vy?ha",,PL,TU,39x5.5,11 To 1 To 14,Vedanga,7,50,C ,G,
5602,1184/7,"?????????? ?????
pr???gni h?tra",,PL,Tu,39x5.5,14 To 17,Vedanga,7,50,C,G,
5603,1184/8,"??????
itih?sa",,PL,TU,39x5.5,17 To 21,Vedanga,7,50,C,G,
5604,1184/9,"???? ?????
anna s?kta",,PL,TU,39x5.5,22 To 26,Veda - Mantra,7,50,C,G,
5605,1185,"??????? ??????
muh?rta d?pik?",Vishnu Sarma,PL,TU,27.5x5,1 To 85,Jautisha,8,35,Inc.,Go,Kannada Vyakhya
5606,1186,"??????? ???? ????????
sadratna m?l? vy?khy?",,PL,TU,25x5,1 To 141 To 205,Ganita,10,35,C,G,"Saka - 1742, Year - 1822, Vikram sam, "
5607,1187/1,"??????? ?????
pra?n? m?rga",,PL,TU,26x5.5,2 To 54,Jautisha,12,40,Inc.,G,
5608,1187/2,"??????? ????
muh?rta padavi",,PL,TU,26x5.5,55 To 105,Jautisha,12,40,Inc. ,O,
5609,1188,"??????? ??
?i?up?la vadha",Magha,PL,TU,38x4,69folios,Kavya,8,50,Inc.,ODW ,
5610,1189,"????????? ????????
taittir?ya br?hma?a",,PL,Tu,52x5.5,41Folios,Brahmana,13,70,Inc.,ODW ,
5611,1190/1,"???? ???
sarva ?la?",,PL,TU,21x4.5,1 To 5,Jautisha,10,25,C,G,
5612,1190/2,"??? ??? ???????
h?ra s?ra sa?graha?",,PL,TU,21x4.5,1 To 23,Jautisha,10,25,C,GO,
5613,1190/3,"??????? ???????? ???????
pra?n? m?rgas?ra sa?graha?",,PL,""" ",21x4.5,24 To 46,Jautisha,10,25,C,G,
5614,1190/4,"??? ??? ???
da?ama bh?va ?la?",,PL,TU,21x4.5,47 To 63,Jautisha,10,25,C,G,
5615,1190/5,"?????? ???
yug?di ?la?",,PL,TU,21x4.5,64 To 76,Jautisha,10,25,C,O,
5616,1190/6,"???? ???? ????????
d?g ga?ita vy?khy?",Parameswara,PL,TU,21x4.5,1 To 16,Ganita,10,25,C,G,"Script : Tulu, Kannada Language "
5617,1190/7,"????????? ????????
b?hajj?taka vy?khy?",Bhattotpala,PL,TU,21x4.5, To ,Jautisha,10,25,C,G,
5618,1191,"????? ???????
p?rva pray?ga?",,PL,Tu,25x5,2 To 111, G- Prayoga   ,6,21,Inc.,OD,
5619,1192,"??????? ????? ????????
muh?rta dar?ana vy?khy?",,PL,TU,16.5x5,1 To 188,Jautisha,12,22,Inc.,OD ,""""
5620,1193,"????? ?????? ????????
par??ara sm?ti vy?khy?",,PL,TU,25x4.5,88Folios,Smriti,15,45,Inc.,OD,
5621,1194/1,"?????? ??????
pray?ga k?rik?",,PL,Tu,24.5x5.5,1 To 98, G- Prayoga   ,6,32,Inc.,OD,
5622,1194/2,"????? ???????
upanayana pray?ga?",,PL,Tu,24.5x5.5,27Folios, G- Prayoga   ,6,32,Inc. ,OD,
5623,1195/1,"??????????? ?????
sa?dhy?p?san? vidhi?",,PL,Tu,18x4.5,1 To 70, G- Prayoga   ,11,25,Inc.,OD,
5624,1195/2,"????????? ?????
??rad?p?j? vidhi?",,PL,TU,18x4.5,71 To 73, pooja,11,25,C,G,
5625,1195/3,"??? ????
n?ga p?j?",,PL,Tu,18x4.5,73 To 104, pooja,17,25,Inc. ,OD,
5626,1195/4,"?? ???? ?????
g? p?j? vidhi?",,PL,Tu,18x4.5,8 To 9, pooja,11,25,C,G,
5627,1195/5,"??????? ???? ?????
bal??dra p?j? vidhi?",,PL,Tu,18x4.5,9 To 16, pooja,11,25,Inc.,OD,
5628,1196/1,"?????? ??????????
k?v?ri m?h?tmya?",,PL,Tu,19x4,1 To 55,Purana,9,25,C,OD,From : Skanda Purana 
5629,1196/2,"??????? ??????????
k?rtika m?h?tmya?",,PL,Tu,19x4,56 To 143,Purana,9,25,C,OD ,""""
5630,1197/1,"??????? ???????
pit?m?dha pray?ga?",,PL,TU,29x5,1 To 16, G- Prayoga   ,12,36,C,G,
5631,1197/2,"????????????????
taittiriy?ra?yaka?",,PL,“,29x5,17 To 78,aranyaka,12,36,C,OD,
5632,1198/1,"????????? ??? ???????
jy?ti?ya s?ra sa?graha?",,PL,TU,19.5x4.5 ,1 To 150,Jautisha,12,30,C,G,
5633,1198/2,"?????????? ?????
s?mudrik? lak?a?a",,PL,TU,19.5x4.5,151 To 153,Jautisha,12,30,C ,G,
5634,1199,"??? ???????? ????????
?iva pa?c?k?ara mahim?vara?a",,PL,TU,19x5,1 To 74,Shaivagama,13,30,C,OD,From: Brhaommottara Kanda
5635,1200/1,"?????? (??????)
pa?c??ga (kr?dhi)",,PL,TU,19.5x3.5,3 To 47,Jautisha,6,20,Inc. ,OD,"Sa-1826, Year-1905 "
5636,1200/2,"?????? (????????) 
pa?c??ga (vi?vavasu) ",,PL,TU,19.5x3.5,25Folios,Jautisha,6,20,Inc.,O,"Sa-1827, Year-1906"
5637,1200/3,"?????? (?????) 
pa?c??ga (par?bhava) ",,PL,TU,19.5x3.5,34Folios,Jautisha,6,20,Inc.,OD,"Sa-1828, Year-1907"
5638,1200/4,"?????? (??????) 
pa?c??ga (plava?ga) ",,PL,TU,19.5x3.5,22,Jautisha,6,20,C,O,"Sa-1829, Year-1908"
5639,1200/5,"?????? (?????) 
pa?c??ga (k?laka?) ",,PL,TU,19.5x3.5,30,Jautisha,6,20,C,O,"Sa-1830, Year-1909"
5640,1200/6,"?????? (?????) 
pa?c??ga (saumya) ",,PL,TU,19.5x3.5,25,Jautisha,6,20,C,OD,"Sa-1831, Year-1910"
5641,1200/7,"?????? (??????) 
pa?c??ga (s?dh?ra?a) ",,PL,TU,19.5x3.5,37Folios,Jautisha,6,20,C,OD,"Sa-1832, Year-1911"
5642,1201/1,"??????? ??????
muh?rta d?pik?",Vishnu Sarma,PL,N. Na. ,42.5x4.5,1 To 153,Jautisha,8,90,C,G,
